issue_id,release,impact_status,feature_area,highlight_tags,action_required,impact_notes,applied_rules,summary,components,subcomponents,labels,fix_versions
JDK-8339589,21.0.6,needs_review,runtime_core,,要確認,,,RISC-V: Remove li64 macro assembler routine and related code,hotspot,compiler,,21.0.6
JDK-8339624,21.0.6,needs_review,runtime_core,,要確認,,,AArch64: C2_MacroAssembler::fast_lock uses rscratch1 for cmpxchg result,hotspot,compiler,,21.0.6
JDK-8339681,21.0.6,needs_review,runtime_core,,要確認,,,crash: pinned virtual thread will lead to jvm crash when running with the javaagent option,hotspot,jvmti,,21.0.6
JDK-8339814,21.0.6,needs_review,runtime_core,,要確認,,,Clean up vmTestbase/nsk/stress/stack tests,hotspot,runtime,,21.0.6
JDK-8339815,21.0.6,needs_review,classlib,,要確認,,,gtk headers : Fix typedef redeclaration of GMainContext and GdkPixbuf,client-libs,java.awt,,21.0.6
JDK-8339816,21.0.6,needs_review,security,,要確認,,,IP Address error when client enables HTTPS endpoint check on server socket,security-libs,java.security,,21.0.6
JDK-8339817,21.0.6,needs_review,security,,要確認,,,Update Public Suffix List to 1cbd6e7,security-libs,java.security,,21.0.6
JDK-8339839,21.0.6,needs_review,test_infra,,要確認,,,GHA: some of bundles may not get removed,infrastructure,build,,21.0.6
JDK-8339841,21.0.6,needs_review,runtime_core,,要確認,,,AArch64: u32 _partial_subtype_ctr loaded/stored as 64,hotspot,runtime,,21.0.6
JDK-8339902,21.0.x,excluded,classlib,,対応不要,"keywords=copyright,open source,test; labels=noreg-self",doc_or_test,Open source couple TextField related tests,client-libs,java.awt,"jdk17u-fix-request,jdk17u-fix-yes,jdk21u-fix-request,jdk21u-fix-yes,noreg-self,sn_178,test_sprint,testbug",24
JDK-8339991,21.0.6,needs_review,test_infra,,要確認,,,GHA: RISC-V: Use Debian snapshot archive for bootstrap,infrastructure,build,,21.0.6
JDK-8340023,21.0.6,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,[macos13] setFullScreenWindow() shows black screen on macOS 13 & above,client-libs,java.awt,,21.0.6
JDK-8340136,21.0.6,needs_review,runtime_core,,要確認,,,serviceability/jvmti/vthread/PopFrameTest failed with a timeout,hotspot,jvmti,,21.0.6
JDK-8340151,21.0.6,needs_review,security,,要確認,,,Unify debug printing format of X.509 cert serial numbers,security-libs,java.security,,21.0.6
JDK-8340152,21.0.6,needs_review,runtime_core,,要確認,,,3 JDI tests timed out with UT enabled,core-svc,debugger,,21.0.6
JDK-8340153,21.0.6,needs_review,runtime_core,,要確認,,,NSK tests should listen on loopback addresses only,core-svc,debugger,,21.0.6
JDK-8340154,21.0.6,needs_review,runtime_core,,要確認,,,Update several runtime/cds tests to use vm flags or mark as flagless,hotspot,runtime,,21.0.6
JDK-8340155,21.0.6,needs_review,runtime_core,,要確認,,,TestCDSVMCrash fails on libgraal,hotspot,runtime,,21.0.6
JDK-8340156,21.0.6,needs_review,runtime_core,,要確認,,,"ResolvedReferencesNotNullTest.java failed with Incorrect resolved references array, quxString should not be archived",hotspot,runtime,,21.0.6
JDK-8340157,21.0.6,needs_review,runtime_core,,要確認,,,Add JavacBench as a test case for CDS,hotspot,runtime,,21.0.6
JDK-8340158,21.0.6,needs_review,runtime_core,,要確認,,,x86 MacroAssembler may over-align code,hotspot,compiler,,21.0.6
JDK-8340159,21.0.6,needs_review,runtime_core,,要確認,,,Update vmTestbase/nsk/share/DebugeeProcess.java to don't use finalization,hotspot,test,,21.0.6
JDK-8340160,21.0.6,needs_review,runtime_core,,要確認,,,runtime/cds/DeterministicDump.java fails with File content different at byte ...,hotspot,runtime,,21.0.6
JDK-8340169,21.0.6,needs_review,classlib,,要確認,,,[macos13] java/awt/Frame/MaximizedToIconified/MaximizedToIconified.java: getExtendedState() != 6 as expected.,client-libs,java.awt,,21.0.6
JDK-8340170,21.0.6,excluded,classlib,,対応不要,"keywords=problemlist,test",doc_or_test,Update ProblemList.txt with tests known to fail on XWayland,client-libs,java.awt,,21.0.6
JDK-8340204,21.0.6,needs_review,security,,要確認,,,Regtest java/security/Security/SynchronizedAccess.java is incorrect,security-libs,java.security,,21.0.6
JDK-8340333,21.0.6,needs_review,security,,要確認,,,SHAKE256 does not work correctly if n >= 137,security-libs,java.security,,21.0.6
JDK-8340356,21.0.6,needs_review,runtime_core,,要確認,,,ubsan: bytecodeInfo.cpp:318:59: runtime error: division by zero,hotspot,compiler,,21.0.6
JDK-8340429,21.0.6,needs_review,classlib,,要確認,,,java/awt/Mouse/EnterExitEvents/ResizingFrameTest.java duplicate in ProblemList,client-libs,,,21.0.6
JDK-8340430,21.0.6,needs_review,runtime_core,,要確認,,,MethodExitTest may fail with stack buffer overrun,hotspot,jvmti,,21.0.6
JDK-8340447,21.0.6,needs_review,classlib,,要確認,,,Improve parsing of Day/Month in tzdata rules,core-libs,java.time,,21.0.6
JDK-8340500,21.0.6,needs_review,runtime_core,,要確認,,,TestAutoCreateSharedArchiveUpgrade.java should be updated with JDK 21,hotspot,runtime,,21.0.6
JDK-8340502,21.0.6,needs_review,runtime_core,,要確認,,,Make 5 compiler tests use ProcessTools.executeProcess,hotspot,compiler,,21.0.6
JDK-8340503,21.0.6,needs_review,security,,要確認,,,Automate com/sun/security/auth/callback/TextCallbackHandler/Default.java test,security-libs,java.security,,21.0.6
JDK-8340504,21.0.6,needs_review,security,,要確認,,,test/jdk/sun/security/tools/keytool/NssTest.java fails to compile,security-libs,java.security,,21.0.6
JDK-8340508,21.0.6,needs_review,classlib,,要確認,,,[XWayland] move screencast tokens from .awt to .java folder,client-libs,java.awt,,21.0.6
JDK-8340513,21.0.6,needs_review,test_infra,,要確認,,,Mark jdk/jshell/ExceptionMessageTest.java intermittent,infrastructure,,,21.0.6
JDK-8340550,21.0.6,needs_review,interop,,要確認,,,Files.isReadable/isWritable/isExecutable expensive when file does not exist,core-libs,java.nio,,21.0.6
JDK-8340589,21.0.6,excluded,classlib,,対応不要,"keywords=manual test,test",doc_or_test,update manual test/jdk/TEST.groups,core-libs,,,21.0.6
JDK-8340603,21.0.6,needs_review,security,,要確認,,,Retire binary test vectors in test/jdk/java/util/zip/ZipFile,core-libs,java.util.jar,,21.0.6
JDK-8340604,21.0.6,needs_review,security,,要確認,,,Add test case for ZipFile opening a ZIP with no entries,core-libs,java.util.jar,,21.0.6
JDK-8340607,21.0.6,needs_review,runtime_core,,要確認,,,Exceptions::wrap_dynamic_exception() doesn't have ResourceMark,hotspot,runtime,,21.0.6
JDK-8340611,21.0.6,needs_review,security,,要確認,,,[jmh] the test java.security.HSS failed with 2 active threads,security-libs,,,21.0.6
JDK-8340612,21.0.6,needs_review,security,,要確認,,,DeflaterDictionaryTests should use Deflater.getBytesWritten instead of Deflater.getTotalOut,core-libs,java.util.jar,,21.0.6
JDK-8340615,21.0.6,needs_review,runtime_core,,要確認,,,Update JCStress test suite,hotspot,test,,21.0.6
JDK-8340626,21.0.6,excluded,gc,,対応不要,component=hotspot/gc,gc_related,[s390x] Provide implementation for resolve_global_jobject,hotspot,gc,,21.0.6
JDK-8340630,21.0.6,excluded,gc,,対応不要,"component=hotspot/gc; keywords=\bg1\b,\bgc\b",gc_related,vmTestbase/gc/g1/unloading/tests/unloading_keepRef_rootClass_inMemoryCompilation_keep_cl failed with Full gc happened. Test was useless.,hotspot,gc,,21.0.6
JDK-8340734,21.0.6,needs_review,interop,,要確認,,,Add tests for virtual threads doing Selector operations,core-libs,java.nio,,21.0.6
JDK-8340776,21.0.6,needs_review,interop,,要確認,,,Java file extension missing in AuthenticatorTest,core-libs,java.net,,21.0.6
JDK-8340779,21.0.6,needs_review,security,,要確認,,,Test com/sun/crypto/provider/Cipher/DES/PerformanceTest.java fails with java.lang.ArithmeticException,security-libs,javax.crypto,,21.0.6
JDK-8340781,21.0.6,needs_review,security,,要確認,,,Add manual steps to run security/auth/callback/TextCallbackHandler/Password.java test,security-libs,java.security,,21.0.6
JDK-8340782,21.0.6,needs_review,runtime_core,,要確認,,,Unintentional IOException in jdk.jdi module when JDWP end of stream occurs,hotspot,svc,,21.0.6
JDK-8340783,21.0.6,excluded,classlib,,対応不要,keywords=\bzgc\b,gc_related,"java/util/concurrent/locks/Lock/OOMEInAQS.java still times out with ZGC, Generational ZGC, and SerialGC",core-libs,java.util.concurrent,,21.0.6
JDK-8340817,21.0.6,needs_review,runtime_core,,要確認,,,RISC-V: C ABI breakage for integer on stack,hotspot,runtime,,21.0.6
JDK-8340879,21.0.6,needs_review,classlib,,要確認,,,java.desktop/share/classes/javax/swing/text/html/default.css typo in margin settings,client-libs,javax.swing,,21.0.6
JDK-8340886,21.0.6,needs_review,runtime_core,,要確認,,,Tests crash: assert(is_in_encoding_range || k->is_interface() || k->is_abstract()) failed: sanity,hotspot,compiler,,21.0.6
JDK-8340989,21.0.6,needs_review,classlib,,要確認,,,update jdk_core at open/test/jdk/TEST.groups,core-libs,,,21.0.6
JDK-8341016,21.0.6,needs_review,interop,,要確認,,,java/nio/channels/Selector/SelectWithConsumer.java#id0 failed in testWakeupDuringSelect,core-libs,java.nio,,21.0.6
JDK-8341017,21.0.6,needs_review,security,,要確認,,,Enhance the keytool code by invoking the buildTrustedCerts method for essential options,security-libs,java.security,,21.0.6
JDK-8341054,21.0.6,needs_review,runtime_core,,要確認,,,Hotspot should be able to use more than 64 logical processors on Windows,hotspot,runtime,,21.0.6
JDK-8341092,21.0.6,needs_review,security,,要確認,,,Add SECURITY.md file,infrastructure,build,,21.0.6
JDK-8341112,21.0.6,needs_review,runtime_core,,要確認,,,VM issues warning failure to find kernel32.dll on Windows nanoserver,hotspot,runtime,,21.0.6
JDK-8341192,21.0.6,excluded,runtime_core,,対応不要,keywords=\bgc\b,gc_related,Concurrent GC crashed due to GetMethodDeclaringClass,hotspot,jvmti,,21.0.6
